value1;value2;value3;
6394;576;9293;
6395;625;3898;
6396;315;1864;
6397;448;4951;
6398;132;265;
6399;812;3240;
6400;671;5048;
6401;335;1721;
6402;948;2233;
6403;613;5717;
6404;740;3486;
6405;430;1025;
6406;181;5750;
6407;200;2661;
6408;166;4512;
6409;337;6712;
6410;198;6464;
6411;161;9895;
6412;415;2109;
6413;750;8641;
6414;696;2436;
6415;898;9426;
6416;585;5629;
6417;103;6458;
6418;495;3608;
6419;331;1289;
6420;127;7667;
6421;822;5594;
6422;615;4539;
6423;944;361;
6424;632;9148;
6425;8;8466;
6426;624;7928;
6427;559;3032;
6428;188;2032;
6429;538;2222;
6430;178;17;
6431;6;5189;
6432;492;2509;
6433;758;5219;
6434;697;3477;
6435;184;3804;
6436;205;9697;
6437;535;5088;
6438;449;6828;
6439;545;4081;
6440;581;1262;
6441;600;2991;
6442;394;1719;
6443;181;1857;
6444;644;2613;
6445;544;7458;
6446;884;8483;
6447;724;4406;
6448;348;7070;
6449;128;5256;
6450;716;6036;
6451;169;9521;
6452;90;779;
6453;786;6407;
6454;741;1788;
6455;558;9360;
6456;914;3754;
6457;188;2817;
6458;767;8595;
6459;432;487;
6460;485;8162;
6461;819;6385;
6462;892;4109;
6463;513;152;
6464;814;3650;
6465;680;3821;
6466;269;8889;
6467;608;2733;
6468;48;6310;
6469;686;4547;
6470;552;6511;
6471;114;6138;
6472;874;5924;
6473;17;2077;
6474;677;5711;
6475;525;9438;
6476;18;6249;
6477;63;5039;
6478;780;2165;
6479;903;8160;
6480;349;5278;
6481;306;8421;
6482;416;7337;
6483;98;7043;
6484;797;9046;
6485;548;6536;
6486;894;2569;
6487;147;5076;
6488;81;3711;
6489;586;9383;
6490;54;687;
6491;294;6520;
6492;600;3966;
6493;321;4880;
6494;848;6415;
6495;35;3153;
6496;565;6517;
6497;171;8534;
6498;640;9014;
6499;356;1400;
6500;820;8303;
6501;427;9513;
6502;723;9262;
6503;804;6593;
6504;787;1488;
6505;884;7539;
6506;7;3159;
6507;832;6108;
6508;402;8423;
6509;221;2103;
6510;46;7853;
6511;577;5167;
6512;675;1612;
6513;135;7890;
6514;875;8822;
6515;88;7038;
6516;705;9156;
6517;980;1260;
6518;554;3490;
6519;273;6342;
6520;140;7482;
6521;234;149;
6522;724;3067;
6523;168;4683;
6524;180;4501;
6525;46;7482;
6526;728;292;
6527;94;2399;
6528;673;4343;
6529;481;3631;
6530;683;3260;
6531;588;9052;
6532;81;4154;
6533;446;5683;
6534;769;9962;
6535;501;4470;
6536;689;5346;
6537;529;6945;
6538;576;8319;
6539;168;299;
6540;18;3343;
6541;1;1259;
6542;19;9769;
6543;148;5924;
6544;141;473;
6545;518;5087;
6546;501;5996;
6547;698;5347;
6548;103;5844;
6549;411;8052;
6550;890;7208;
6551;678;7669;
6552;229;1932;
6553;652;1547;
6554;953;8248;
6555;382;4671;
6556;185;7015;
6557;657;9519;
6558;355;8911;
6559;393;5411;
6560;723;4488;
6561;57;8615;
6562;405;8250;
6563;744;4826;
6564;599;5463;
6565;575;9777;
6566;201;162;
6567;663;1240;
6568;725;2283;
6569;64;5110;
6570;825;3737;
6571;804;4588;
6572;907;4034;
6573;187;2907;
6574;740;5130;
6575;151;2239;
6576;109;933;
6577;839;171;
6578;806;8650;
6579;944;5522;
6580;470;8791;
6581;671;1055;
6582;692;2315;
6583;604;2306;
6584;572;5300;
6585;873;6056;
6586;269;7606;
6587;696;4197;
6588;207;9188;
6589;778;9521;
6590;370;4718;
6591;339;7132;
6592;873;4519;
6593;947;3935;
6594;917;609;
6595;976;3857;
6596;575;7351;
6597;831;1298;
6598;981;2551;
6599;433;6568;
6600;638;2027;
6601;698;3923;
6602;848;851;
6603;509;2959;
6604;54;4208;
6605;595;166;
6606;488;1711;
6607;178;8031;
6608;746;9280;
6609;818;2327;
6610;958;2818;
6611;779;8442;
6612;102;7596;
6613;650;126;
6614;577;6027;
6615;138;2557;
6616;703;1091;
6617;447;125;
6618;768;2788;
6619;214;1773;
6620;646;987;
6621;865;1422;
6622;387;6177;
6623;238;5179;
6624;340;6628;
6625;943;8423;
6626;261;5376;
6627;212;7698;
6628;15;7194;
6629;996;6151;
6630;468;5385;
6631;803;8613;
6632;211;4881;
6633;829;9304;
6634;479;4221;
6635;857;996;
6636;426;6457;
6637;161;2013;
6638;751;6457;
6639;285;1861;
6640;76;585;
6641;111;1651;
6642;230;929;
6643;905;140;
6644;463;8613;
6645;274;2673;
6646;690;4007;
6647;944;9125;
6648;775;2873;
6649;648;2057;
6650;354;6403;
6651;393;8646;
6652;558;5549;
6653;862;519;
6654;255;826;
6655;746;1536;
6656;493;5537;
6657;45;350;
6658;196;9672;
6659;949;4013;
6660;545;496;
6661;488;1168;
6662;935;8776;
6663;93;6192;
6664;510;8398;
6665;779;964;
6666;981;3017;
6667;753;1322;
6668;519;6764;
6669;757;5567;
6670;937;2167;
6671;440;3201;
6672;827;5776;
6673;934;1262;
6674;781;8298;
6675;491;9592;
6676;225;4575;
6677;241;6279;
6678;726;4879;
6679;495;7851;
6680;197;9045;
6681;115;1757;
6682;892;1602;
6683;959;7057;
6684;655;1097;
6685;121;5611;
6686;983;1126;
6687;477;4218;
6688;211;1084;
6689;894;5877;
6690;850;9289;
6691;417;1649;
6692;251;3208;
6693;2;7660;
6694;396;8243;
6695;344;6313;
6696;142;9426;
6697;3;5784;
6698;250;3412;
6699;750;3729;
6700;517;3705;
6701;103;6461;
6702;998;2395;
6703;52;5842;
6704;896;6919;
6705;247;5609;
6706;522;4155;
6707;978;1069;
6708;36;1373;
6709;358;8722;
6710;869;117;
6711;677;7231;
6712;55;6760;
6713;656;5033;
6714;452;3651;
6715;858;8462;
6716;978;1760;
6717;67;3131;
6718;225;9352;
6719;936;6202;
6720;398;7957;
6721;760;4636;
6722;984;8770;
6723;330;2031;
6724;967;370;
6725;18;1420;
6726;652;1882;
6727;970;863;
6728;380;7068;
6729;701;4804;
6730;686;2849;
6731;207;4331;
6732;420;8434;
6733;352;9303;
6734;190;5490;
6735;295;3288;
6736;665;8812;
6737;555;2515;
6738;135;900;
6739;741;7403;
6740;200;8557;
6741;969;9711;
6742;935;2135;
6743;739;9680;
6744;343;5810;
6745;887;5164;
6746;404;5923;
6747;49;7260;
6748;422;5906;
6749;642;9350;
6750;631;670;
6751;356;3504;
6752;166;9165;
6753;341;5410;
6754;516;1588;
6755;223;646;
6756;588;6608;
6757;920;2687;
6758;536;2094;
6759;333;4211;
6760;950;1149;
6761;857;8423;
6762;865;3310;
6763;83;9270;
6764;380;1925;
6765;638;9868;
6766;113;6735;
6767;59;3989;
6768;352;7855;
6769;857;5197;
6770;51;9671;
6771;484;516;
6772;214;2527;
6773;362;9088;
6774;76;9653;
6775;834;7231;
6776;204;5186;
6777;560;6199;
6778;186;6005;
6779;811;6380;
6780;530;8782;
6781;208;8094;
6782;208;4441;
6783;799;7691;
6784;635;9476;
6785;683;1784;
6786;320;4751;
6787;192;2152;
6788;882;239;
6789;564;9734;
6790;831;927;
6791;863;2533;
6792;221;6053;
6793;727;8866;
6794;291;3756;
6795;868;6642;
6796;597;9618;
6797;27;93;
6798;240;4208;
6799;206;1255;
6800;499;2769;
6801;624;6951;
6802;702;4113;
6803;431;150;
6804;916;8868;
6805;666;6741;
6806;564;3969;
6807;785;5563;
6808;278;3385;
6809;859;1882;
6810;408;2567;
6811;186;3645;
6812;552;7141;
6813;52;7472;
6814;900;1832;
6815;771;8492;
6816;829;7882;
6817;804;7758;
6818;810;9042;
6819;245;6258;
6820;393;4658;
6821;278;657;
6822;48;8221;
6823;458;5124;
6824;226;4659;
6825;648;852;
6826;189;6170;
6827;953;7440;
6828;536;490;
6829;238;3034;
6830;889;1797;
6831;346;6671;
6832;148;2578;
6833;930;9584;
6834;272;8725;
6835;838;5281;
6836;908;9116;
6837;135;1678;
6838;263;2488;
6839;48;581;
6840;773;4086;
6841;425;772;
6842;669;3289;
6843;694;1888;
6844;55;5590;
6845;574;367;
6846;315;5292;
6847;551;7314;
6848;357;7454;
6849;383;2515;
6850;916;862;
6851;566;199;
6852;313;615;
6853;719;8783;
6854;821;6887;
6855;133;4609;
6856;372;7655;
6857;698;7646;
6858;429;1577;
6859;683;6592;
6860;939;5277;
6861;231;8738;
6862;174;7840;
6863;158;1836;
6864;506;8209;
6865;302;3577;
6866;418;6209;
6867;417;7383;
6868;581;2215;
6869;875;8362;
6870;534;477;
6871;767;3325;
6872;449;2746;
6873;64;8758;
6874;369;5453;
6875;949;9029;
6876;511;5747;
6877;566;2041;
6878;886;693;
6879;571;2495;
6880;185;6929;
6881;316;1511;
6882;661;4290;
6883;99;6437;
6884;859;9423;
6885;230;2641;
6886;501;174;
6887;240;2780;
6888;882;7411;
6889;39;7200;
6890;853;8857;
6891;256;2082;
6892;928;3723;
6893;294;1030;
6894;910;9951;
6895;394;895;
6896;885;1359;
6897;620;98;
6898;954;2230;
6899;264;5541;
6900;543;4052;
6901;300;314;
6902;288;5470;
6903;798;6610;
6904;643;5989;
6905;546;9648;
6906;5;9201;
6907;968;5419;
6908;737;761;
6909;164;3390;
6910;123;8626;
6911;631;992;
6912;35;6850;
6913;531;5772;
6914;141;4751;
6915;932;6012;
6916;77;8009;
6917;170;4135;
6918;376;6065;
6919;651;7220;
6920;390;53;
6921;397;969;
6922;372;1641;
6923;545;517;
6924;542;9219;
6925;451;5206;
6926;625;898;
6927;438;9511;
6928;958;3452;
6929;501;282;
6930;50;3;
6931;812;3310;
6932;938;7908;
6933;332;3677;
6934;660;8140;
6935;997;821;
6936;537;2726;
6937;246;9505;
6938;207;4549;
6939;440;9395;
6940;595;2651;
6941;64;9440;
6942;843;2964;
6943;803;3704;
6944;794;4866;
6945;661;7504;
6946;580;5605;
6947;410;1726;
6948;697;2998;
6949;269;2096;
6950;503;4481;
6951;391;6138;
6952;607;2109;
6953;230;7290;
6954;58;5306;
6955;935;1721;
6956;549;581;
6957;191;2993;
6958;647;8906;
6959;371;2869;
6960;163;7143;
6961;719;1778;
6962;33;4169;
6963;339;1056;
6964;102;1350;
6965;90;884;
6966;244;5830;
6967;716;1430;
6968;421;7134;
6969;468;9;
6970;513;6474;
6971;371;5500;
6972;319;4999;
6973;947;7117;
6974;63;5738;
6975;360;1685;
6976;326;5456;
6977;736;4867;
6978;651;4579;
6979;284;2361;
6980;54;2998;
6981;662;2285;
6982;984;798;
6983;754;3293;
6984;982;8877;
6985;681;4723;
6986;775;7579;
6987;553;6128;
6988;925;3923;
6989;936;1127;
6990;696;1703;
6991;55;2825;
6992;437;7105;
6993;660;4441;
6994;758;3560;
6995;287;7468;
6996;540;4859;
6997;798;5103;
6998;639;2413;
6999;564;7556;
7000;318;2541;
7001;748;5434;
7002;281;3744;
7003;483;1863;
7004;35;5757;
7005;515;165;
7006;286;6581;
7007;964;5047;
7008;359;4350;
7009;686;3063;
7010;240;3946;
7011;57;8637;
7012;116;9096;
7013;773;6413;
7014;741;5815;
7015;61;6414;
7016;193;7474;
7017;326;5491;
7018;499;877;
7019;638;7544;
7020;486;7195;
7021;192;2730;
7022;444;3241;
7023;84;7730;
7024;149;2538;
7025;26;464;
7026;243;5951;
7027;999;4545;
7028;810;8659;
7029;768;4781;
7030;509;1888;
7031;835;7663;
7032;123;6226;
7033;166;6066;
7034;177;8534;
7035;271;7540;
7036;265;1775;
7037;98;3209;
7038;520;8613;
7039;777;8303;
7040;877;9129;
7041;557;9978;
7042;245;9722;
7043;315;4667;
7044;643;8973;
7045;234;3969;
7046;260;2861;
7047;545;8412;
7048;97;9743;
7049;254;2410;
7050;663;2976;
7051;952;5073;
7052;544;237;
7053;414;4056;
7054;172;4031;
7055;280;1410;
7056;2;3297;
7057;115;4599;
7058;911;3599;
7059;619;7280;
7060;90;1405;
7061;776;8159;
7062;846;4657;
7063;987;5353;
7064;118;8782;
7065;474;3361;
7066;80;6142;
7067;983;4419;
7068;568;2474;
7069;511;6729;
7070;909;6873;
7071;710;2029;
7072;480;2772;
7073;487;9100;
7074;920;2722;
7075;481;3971;
7076;627;1925;
7077;774;3065;
7078;79;2287;
7079;93;7753;
7080;639;2530;
7081;575;506;
7082;465;1171;
7083;262;7708;
7084;308;8442;
7085;810;6753;
7086;910;3337;
7087;581;1158;
7088;444;4231;
7089;942;7997;
7090;755;5223;
7091;491;2361;
7092;531;1546;
7093;111;4100;
7094;371;6461;
7095;947;8768;
7096;575;5200;
7097;825;4248;
7098;630;1957;
7099;507;2739;
7100;624;3505;
7101;482;6597;
7102;109;626;
7103;59;5441;
7104;248;9725;
7105;395;6990;
7106;443;6883;
7107;83;9925;
7108;332;207;
7109;535;5844;
7110;581;2287;
7111;145;5955;
7112;266;1596;
7113;795;1297;
7114;875;3831;
7115;41;5369;
7116;712;1794;
7117;332;2791;
7118;332;8633;
7119;306;1248;
7120;99;5019;
7121;339;4723;
7122;645;7961;
7123;695;4139;
7124;532;537;
7125;291;318;
7126;914;4727;
7127;115;9973;
7128;444;1593;
7129;129;2695;
7130;963;173;
7131;171;1172;
7132;649;7650;
7133;987;1692;
7134;392;7264;
7135;696;9882;
7136;630;5733;
7137;185;8016;
7138;141;4844;
7139;282;9136;
7140;263;7772;
7141;679;9395;
7142;486;618;
7143;21;6138;
7144;721;8188;
7145;384;8816;
7146;523;3676;
7147;311;4376;
7148;110;3189;
7149;876;2183;
7150;605;3261;
7151;159;6400;
7152;295;1742;
7153;74;2009;
7154;671;6578;
7155;919;2455;
7156;743;2379;
7157;830;1434;
7158;533;2973;
7159;795;1591;
7160;734;3513;
7161;260;6654;
7162;191;7174;
7163;456;1463;
7164;947;2190;
7165;610;6206;
7166;15;898;
7167;413;2280;
7168;777;7627;
7169;209;7297;
7170;526;4446;
7171;308;6420;
7172;914;5195;
7173;765;8390;
7174;882;9955;
7175;641;3295;
7176;990;7475;
7177;736;8550;
7178;939;9265;
7179;225;312;
7180;405;4706;
7181;578;692;
7182;513;2181;
7183;788;758;
7184;24;4896;
7185;955;3998;
7186;735;901;
7187;764;7724;
7188;99;6896;
7189;71;4443;
7190;531;3440;
7191;75;3543;
7192;782;9903;
7193;585;3340;
7194;851;2064;
7195;264;3036;
7196;263;2452;
7197;295;973;
7198;384;6329;
7199;290;2349;
7200;608;4032;
7201;348;5378;
7202;54;6137;
7203;819;1762;
7204;735;2941;
7205;400;7820;
7206;834;7784;
7207;325;2770;
7208;856;8833;
7209;506;5284;
7210;210;9287;
7211;792;5321;
7212;85;9513;
7213;486;3836;
7214;80;2402;
7215;202;5889;
7216;54;5488;
7217;479;1123;
7218;959;2256;
7219;900;5995;
7220;1;5559;
7221;294;1423;
7222;340;2511;
7223;732;1508;
7224;450;2428;
7225;343;5298;
7226;613;8234;
7227;869;8515;
7228;99;5589;
7229;235;3814;
7230;197;5813;
7231;975;9623;
7232;733;9684;
7233;296;3939;
7234;629;4940;
7235;917;5354;
7236;645;4594;
7237;986;2054;
7238;588;8169;
7239;394;7890;
7240;376;1509;
7241;742;1033;
7242;984;3981;
7243;867;5501;
7244;478;2796;
7245;201;64;
7246;626;5140;
7247;207;6994;
7248;546;5823;
7249;868;9319;
7250;750;963;
7251;89;4916;
7252;879;6593;
7253;267;342;
7254;720;9627;
7255;932;1712;
7256;172;2064;
7257;713;3727;
7258;559;4773;
7259;5;8395;
7260;897;5953;
7261;444;1884;
7262;541;3909;
7263;117;7894;
7264;167;5254;
7265;471;9587;
7266;836;8744;
7267;220;1788;
7268;764;7225;
7269;186;2915;
7270;474;2536;
7271;734;2032;
7272;964;8496;
7273;756;246;
7274;717;1252;
7275;169;7314;
7276;144;6297;
7277;257;8479;
7278;216;8890;
7279;597;968;
7280;802;6476;
7281;84;2043;
7282;140;960;
7283;866;6150;
7284;495;4510;
7285;470;7842;
7286;519;4532;
7287;669;4984;
7288;731;4842;
7289;892;2852;
7290;360;6208;
7291;234;6501;
7292;824;5159;
7293;420;2893;
7294;207;3369;
7295;171;3259;
7296;543;791;
7297;120;3155;
7298;377;5741;
7299;407;7863;
7300;812;4691;
7301;609;9749;
7302;410;9603;
7303;635;3484;
7304;285;497;
7305;428;9563;
7306;906;9916;
7307;988;3160;
7308;179;1072;
7309;296;1002;
7310;720;7062;
7311;466;4436;
7312;712;5257;
7313;446;4143;
7314;977;3572;
7315;495;2226;
7316;383;5149;
7317;583;8208;
7318;289;6249;
7319;933;5135;
7320;367;9323;
7321;809;7776;
7322;487;8572;
7323;971;1072;
7324;240;9416;
7325;58;8330;
7326;213;8163;
7327;8;8486;
7328;59;886;
7329;402;6258;
7330;670;890;
7331;222;7660;
7332;69;2656;
7333;693;5673;
7334;94;698;
7335;472;4869;
7336;628;1497;
7337;846;6600;
7338;637;3989;
7339;19;2320;
7340;672;1154;
7341;917;2865;
7342;612;4757;
7343;576;1750;
7344;211;1539;
7345;114;1106;
7346;733;2210;
7347;16;8888;
7348;921;9743;
7349;183;6099;
7350;574;2971;
7351;678;3891;
7352;200;6866;
7353;624;8789;
7354;406;3545;
7355;320;7453;
7356;553;1284;
7357;318;4754;
7358;343;3889;
7359;606;6535;
7360;348;2772;
7361;679;5122;
7362;922;8832;
7363;737;7578;
7364;543;5343;
7365;568;3938;
7366;629;6110;
7367;421;1596;
7368;208;6440;
7369;491;588;
7370;168;1405;
7371;415;7402;
7372;421;1775;
7373;728;243;
7374;146;2697;
7375;790;4845;
7376;363;5981;
7377;536;2869;
7378;224;1608;
7379;725;2007;
7380;4;9075;
7381;52;169;
7382;111;4745;
7383;815;2037;
7384;46;9168;
7385;18;5632;
7386;365;7286;
7387;226;1004;
7388;859;9770;
7389;968;6950;
7390;491;2627;
7391;364;5805;
7392;715;2369;
7393;118;8016;
7394;493;1230;
7395;232;5122;
7396;403;5217;
7397;112;4238;
7398;591;1279;
7399;562;4048;
7400;16;1326;
7401;106;9463;
7402;593;2839;
7403;278;5350;
7404;388;6615;
7405;25;7985;
7406;276;4882;
7407;20;8602;
7408;944;9509;
7409;160;424;
7410;243;9751;
7411;511;4464;
7412;640;314;
7413;704;8435;
7414;826;3300;
7415;296;5236;
7416;722;8469;
7417;110;7284;
7418;170;5588;
7419;535;6204;
7420;30;4858;
7421;240;4694;
7422;682;2475;
7423;378;73;
7424;822;9612;
7425;400;5503;
7426;391;7861;
7427;636;2116;
7428;727;4261;
7429;343;893;
7430;484;6732;
7431;527;2323;
7432;766;8122;
7433;242;3147;
7434;194;9537;
7435;241;9363;
7436;180;5145;
7437;257;10;
7438;713;4464;
7439;730;9692;
7440;698;8507;
7441;650;4154;
7442;452;1646;
7443;340;4882;
7444;989;4756;
7445;514;1024;
7446;921;3852;
7447;50;1585;
7448;34;7856;
7449;867;2511;
7450;286;7107;
7451;921;2206;
7452;714;3894;
7453;582;8673;
7454;589;9622;
7455;641;970;
7456;55;918;
7457;203;8749;
7458;624;7669;
7459;875;7071;
7460;709;892;
7461;596;2752;
7462;221;5286;
7463;428;8482;
7464;745;2220;
7465;13;8805;
7466;986;5724;
7467;841;8897;
7468;973;8053;
7469;46;8863;
7470;665;5810;
7471;113;8357;
7472;41;2801;
7473;422;1324;
7474;493;7662;
7475;182;2687;
7476;243;9185;
7477;121;3713;
7478;43;4992;
7479;123;3723;
7480;208;6002;
7481;371;7010;
7482;954;2226;
7483;822;5649;
7484;64;8876;
7485;843;840;
7486;722;9719;
7487;671;3393;
7488;733;5391;
7489;792;7946;
7490;464;5197;
7491;199;3876;
7492;228;8598;
7493;143;4135;
7494;864;2861;
7495;866;9472;
7496;994;6341;
7497;570;9608;
7498;945;9208;
7499;917;4354;
7500;527;2765;
7501;665;6048;
7502;372;4089;
7503;415;9074;
7504;846;8197;
7505;741;2589;
7506;109;1831;
7507;19;5012;
7508;842;6384;
7509;687;6150;
7510;896;2193;
7511;148;9155;
7512;459;9291;
7513;933;1196;
7514;348;9058;
7515;192;3446;
7516;558;9260;
7517;309;9451;
7518;483;2716;
7519;62;6157;
7520;648;9110;
7521;920;3400;
7522;216;1710;
7523;647;5987;
7524;932;9138;
7525;440;6562;
7526;231;5616;
7527;199;6603;
7528;687;8053;
7529;569;9106;
7530;327;8308;
7531;868;7140;
7532;874;1631;
7533;587;4348;
7534;371;2804;
7535;590;4982;
7536;320;8055;
7537;374;8606;
7538;724;4712;
7539;485;884;
7540;419;1969;
7541;172;3566;
7542;184;463;
7543;718;7833;
7544;482;1082;
7545;834;8222;
7546;582;4946;
7547;614;3773;
7548;502;4600;
7549;254;7593;
7550;119;7814;
7551;764;1936;
7552;104;9516;
7553;994;7524;
7554;118;744;
7555;843;4235;
7556;989;5713;
7557;975;576;
7558;752;9888;
7559;621;2179;
7560;433;8204;
7561;178;4516;
7562;69;7936;
7563;64;647;
7564;975;3739;
7565;187;7284;
7566;556;2372;
7567;149;7791;
7568;614;2248;
7569;272;5663;
7570;634;3522;
7571;811;1709;
7572;301;4837;
7573;6;2234;
7574;99;1561;
7575;616;3357;
7576;967;2960;
7577;24;1832;
7578;39;7939;
7579;520;5270;
7580;319;7406;
7581;445;9107;
7582;6;4724;
7583;219;7975;
7584;278;2464;
7585;398;1409;
7586;884;1866;
7587;107;5549;
7588;935;6226;
7589;748;9297;
7590;253;3037;
7591;955;1626;
7592;537;265;
7593;774;1037;
7594;633;4702;
7595;384;3084;
7596;820;3170;
7597;65;2312;
7598;513;5961;
7599;691;6605;
7600;586;5960;
7601;941;8575;
7602;871;6820;
7603;341;8223;
7604;167;412;
7605;958;7594;
7606;442;2944;
7607;666;5086;
7608;498;8524;
7609;688;7017;
7610;495;8357;
7611;134;5264;
7612;337;4910;
7613;386;7176;
7614;376;2199;
7615;522;8677;
7616;784;5603;
7617;836;5933;
7618;721;3589;
7619;607;1640;
7620;658;8279;
7621;832;9367;
7622;749;9670;
7623;257;6525;
7624;414;3293;
7625;11;9790;
7626;237;3868;
7627;213;5683;
7628;859;5332;
7629;277;4807;
7630;513;1650;
7631;122;7906;
7632;467;9526;
7633;700;5439;
7634;276;3760;
7635;491;5515;
7636;787;9270;
7637;333;7885;
7638;875;6803;
7639;548;9404;
7640;945;5519;
7641;659;9826;
7642;982;7495;
7643;272;2555;
7644;500;1865;
7645;837;185;
7646;830;1119;
7647;321;6376;
7648;159;3733;
7649;292;5561;
7650;101;7064;
7651;647;2253;
7652;14;8717;
7653;25;1728;
7654;992;7020;
7655;383;4927;
7656;31;6743;
7657;755;5719;
7658;463;4522;
7659;285;4652;
7660;386;7041;
7661;183;9442;
7662;19;5504;
7663;113;9836;
7664;209;8243;
7665;229;3295;
7666;719;8707;
7667;198;5441;
7668;904;7618;
7669;842;3155;
7670;928;4483;
7671;766;2713;
7672;197;633;
7673;320;6066;
7674;732;2778;
7675;999;3944;
7676;977;1423;
7677;878;9430;
7678;534;9435;
7679;808;4801;
7680;308;9413;
7681;678;4932;
7682;960;4468;
7683;52;8508;
7684;44;8695;
7685;1;8044;
7686;982;7582;
7687;469;2558;
7688;854;1608;
7689;973;9111;
7690;777;9178;
7691;265;1206;
7692;739;88;
7693;447;7881;
7694;753;147;
7695;201;5771;
7696;332;4847;
7697;249;6462;
7698;354;9616;
7699;404;9825;
7700;686;8688;
7701;444;8014;
7702;72;7344;
7703;936;2627;
7704;23;3321;
7705;86;234;
7706;570;7469;
7707;361;6951;
7708;102;6111;
7709;717;446;
7710;858;8844;
7711;495;8031;
7712;806;7316;
7713;26;831;
7714;234;9113;
7715;628;8788;
7716;763;7747;
7717;487;6956;
7718;560;9021;
7719;27;1307;
7720;106;9760;
7721;841;4511;
7722;906;2649;
7723;178;5345;
7724;509;442;
7725;413;91;
7726;778;9658;
7727;960;1376;
7728;333;1145;
7729;350;4029;
7730;124;1765;
7731;575;7402;
7732;789;5042;
7733;397;5164;
7734;306;9353;
7735;634;8330;
7736;29;672;
7737;135;8874;
7738;974;2114;
7739;816;9928;
7740;404;7834;
7741;467;1602;
7742;856;8849;
7743;679;3075;
7744;765;6786;
7745;425;7898;
7746;939;118;
7747;617;9318;
7748;91;9730;
7749;363;1376;
7750;628;5929;
7751;489;8613;
7752;188;7854;
7753;111;2175;
7754;122;2538;
7755;343;6767;
7756;616;8230;
7757;634;6568;
7758;39;1734;
7759;335;9051;
7760;466;562;
7761;390;955;
7762;780;7010;
7763;470;8844;
7764;94;838;
7765;508;9037;
7766;600;5183;
7767;565;2655;
7768;297;6701;
7769;466;6609;
7770;354;662;
7771;842;2138;
7772;780;2432;
7773;182;9954;
7774;618;7963;
7775;390;7005;
7776;129;718;
7777;513;4180;
7778;883;4348;
7779;737;1057;
7780;931;6963;
7781;245;7512;
7782;572;2369;
7783;240;8717;
7784;114;4851;
7785;391;5158;
7786;617;2635;
7787;743;3166;
7788;348;2285;
7789;69;6066;
7790;918;2646;
7791;991;1403;
7792;333;6058;
7793;199;6441;
7794;164;9353;
7795;72;9177;
7796;183;2316;
7797;9;339;
7798;650;6514;
7799;767;4258;
7800;162;7154;
7801;696;512;
7802;581;5500;
7803;841;4750;
7804;341;2448;
7805;760;2605;
7806;927;5946;
7807;38;412;
7808;954;761;
7809;60;9614;
7810;515;8443;
7811;814;4807;
7812;925;9751;
7813;349;2099;
7814;62;998;
7815;983;9283;
7816;813;2206;
7817;41;837;
7818;792;9821;
7819;84;8510;
7820;202;4782;
7821;85;8695;
7822;712;6635;
7823;815;1985;
7824;373;5440;
7825;859;6855;
7826;155;2359;
7827;191;4623;
7828;498;6486;
7829;101;5020;
7830;606;3713;
7831;370;4227;
7832;784;5212;
7833;647;5255;
7834;87;6338;
7835;868;8147;
7836;767;3515;
7837;560;1684;
7838;191;4125;
7839;830;17;
7840;120;2610;
7841;929;9751;
7842;922;9746;
7843;591;8037;
7844;649;2349;
7845;788;4193;
7846;484;6487;
7847;838;3526;
7848;686;2400;
7849;573;7931;
7850;917;7407;
7851;333;3984;
7852;152;2075;
7853;132;1831;
7854;550;1749;
7855;334;5181;
7856;385;1109;
7857;881;1332;
7858;426;2911;
7859;266;8606;
7860;158;8833;
7861;238;1592;
7862;957;7613;
7863;677;2785;
7864;347;8126;
7865;728;6469;
7866;280;3416;
7867;523;6634;
7868;570;705;
7869;70;8342;
7870;578;4869;
7871;589;7595;
7872;604;3979;
7873;72;8769;
7874;39;3810;
7875;589;9118;
7876;189;7958;
7877;128;7876;
7878;789;9173;
7879;996;1495;
7880;76;2713;
7881;724;9849;
7882;138;4802;
7883;955;1732;
7884;376;1153;
7885;673;5988;
7886;95;6595;
7887;158;5118;
7888;907;6248;
7889;249;8417;
7890;159;4095;
7891;794;5016;
7892;827;2896;
7893;798;6520;
7894;320;5717;
7895;984;2316;
7896;99;150;
7897;940;6907;
7898;760;9984;
7899;991;2035;
7900;678;4033;
7901;298;3204;
7902;64;8322;
7903;357;3467;
7904;604;9825;
7905;489;5961;
7906;236;9034;
7907;334;6912;
7908;578;9218;
7909;347;1274;
7910;929;4896;
7911;291;4837;
7912;302;9224;
7913;84;831;
7914;717;1734;
7915;924;2218;
7916;176;6899;
7917;980;7947;
7918;51;6118;
7919;270;3733;
7920;386;3690;
7921;835;8894;
7922;387;8072;
7923;309;2378;
7924;417;4385;
7925;947;6876;
7926;957;3098;
7927;251;8598;
7928;785;997;
7929;721;8792;
7930;559;3800;
7931;214;1165;
7932;283;4876;
7933;428;7726;
7934;42;2755;
7935;734;897;
7936;642;5799;
7937;228;1394;
7938;992;9515;
7939;859;2236;
7940;841;5969;
7941;27;2035;
7942;240;4936;
7943;619;5313;
7944;662;8766;
7945;591;7468;
7946;272;4330;
7947;841;7905;
7948;402;5775;
7949;486;4815;
7950;226;3822;
7951;479;7858;
7952;551;2987;
7953;319;6954;
7954;535;8905;
7955;285;8007;
7956;424;6229;
7957;135;6739;
7958;342;9484;
7959;390;8349;
7960;155;5194;
7961;545;7341;
7962;589;1312;
7963;58;8553;
